Titlu,Vizualizari,Data publicarii,Sursa,Referinte,Rezumat,,,,
Expert: Restricțiile anti-fumat au un efect advers,566,"23 Octombrie 2024, 21:20",https://stiri.md/article/social/expert-restrictiile-anti-fumat-au-un-efect-advers,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Numărul fumătorilor în Republica Moldova continuă să crească în pofida restricțiilor impuse de autorități. Prognozele Organizației Mondiale a Sănătății arată că țara noastră este singura din regiunea europeană unde numărul fumătorilor va continua să crească în următorii ani.,,,,
Ostalep: Poate că acesta e adevăratul război hibrid împotriva Moldovei,1969,"23 Octombrie 2024, 21:10",https://stiri.md/article/politica/ostalep-poate-ca-acesta-e-adevaratul-razboi-hibrid-impotriva-moldovei,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","În Moldova în ultima perioadă este impus nazismul, din păcate nu doar de către autorități, nu doar din interior, acest lucru se întâmplă și din exterior. Poate că acesta și este adevăratul război hibrid împotriva Moldovei.",,,,
Studenții moldoveni pot beneficia de burse la Colegiul Europei,1468,"23 Octombrie 2024, 20:50",https://stiri.md/article/social/studentii-moldoveni-pot-beneficia-de-burse-la-colegiul-europei,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Studenții din Republica Moldova au ocazia de a-și continua studiile postuniversitare la Colegiul Europei (College of Europe), una dintre cele mai renumite instituții academice europene. Fondat în 1949, Colegiul Europei oferă anual programe de master avansate în domeniul studiilor europene, atrăgând studenți din peste 50 de țări, inclusiv din Republica Moldova.",,,,
"Chișinău: 20 km de piste pentru bicicliști, amenajate în ultimii ani",387,"23 Octombrie 2024, 20:40",https://stiri.md/article/social/chisinau-20-km-de-piste-pentru-biciclisti-amenajate-in-ultimii-ani,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Primăria municipiului Chișinău a amenajat în ultimii cinci ani, peste 20 de kilometri de piste continue pentru cicliști, oferind astfel locuitorilor Capitalei noi oportunități pentru un stil de viață activ și ecologic.",,,,
Marea Britanie și Germania vor semna un tratat de apărare istoric,830,"23 Octombrie 2024, 20:30",https://stiri.md/article/international/marea-britanie-si-germania-vor-semna-un-tratat-de-aparare-istoric,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Marea Britanie şi Germania vor semna ceea ce guvernul britanic numeşte un „acord istoric în domeniul apărării”, menit să stimuleze securitatea, investiţiile şi locurile de muncă.",,,,
"Atenție, CNED a lansat competiția Moldova Eco Energetica ediția 2024",374,"23 Octombrie 2024, 20:20",https://stiri.md/article/social/atentie-cned-a-lansat-competitia-moldova-eco-energetica-editia-2024,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Centrul Național pentru Energie Durabilă (CNED) anunță lansarea apelului pentru înscrierea proiectelor în cadrul Competiției Moldova Eco Energetică ediția 2024, eveniment dedicat sectorului public și orientat spre promovarea eficienței energetice și a surselor de energie regenerabilă.",,,,
Blinken cere încetarea conflictului din Orientul Mijlociu,388,"23 Octombrie 2024, 20:15",https://stiri.md/article/international/blinken-cere-incetarea-conflictului-din-orientul-mijlociu,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Secretarul de stat al SUA, Antony Blinken, a făcut miercuri un apel pentru încetarea luptelor dintre Israel şi grupurile militante Hamas şi Hezbollah.",,,,
Sandu vs. Stoianoglo: Regulamentul dezbaterii a fost stabilit,2094,"24 Octombrie 2024, 18:18",https://stiri.md/article/social/sandu-vs-stoianoglo-regulamentul-dezbaterii-a-fost-stabilit,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Echipele celor doi candidați la fotoliul de președinte, Maia Sandu și Alexandr Stoianoglo, au convenit asupra Regulamentului de organizare a dezbaterilor electorale pentru 27 octombrie, anunță șeful de cabinet al președintelui Republicii Moldova, Adrian Băluțel.",,,,
"Regiunea transnistreană, din 2025 fără gaz? Răspunsul lui Parlicov",1684,"24 Octombrie 2024, 17:59",https://stiri.md/article/economic/regiunea-transnistreana-din-2025-fara-gaz-raspunsul-lui-parlicov,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Ministrul Energiei al R. Moldova, Victor Parlicov, a oferit câteva clarificări pentru problema livrării de gaze naturale regiunii transnistrene după 1 ianuarie 2025. Și asta pentru că atunci va expira termenul de contract între Ucraina și Gazprom cu privire la tranzitul de gaze naturale pe teritoriul ucrainean.",,,,
"Stoianoglo, Usatîi și Vlah, votați la greu de moldovenii din Rusia",2326,"24 Octombrie 2024, 17:59",https://stiri.md/article/politica/stoianoglo-usatii-si-vlah-votati-la-greu-de-moldovenii-din-rusia,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Alexandr Stoianoglo, candidatul susținut de PSRM la alegerile prezidențiale, a obținut în primul tur al scrutinului cele mai multe voturi la cele două secții de votare deschise la Moscova.",,,,
"Sandu: Dacă justiția nu se trezește, viitorul Moldovei este în pericol",2493,"24 Octombrie 2024, 17:48",https://stiri.md/article/politica/sandu-daca-justitia-nu-se-trezeste-in-ultimul-ceas-viitorul-moldovei-este-in-pericol,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Republica Moldova a fost ținta unui atac fără precedent la adresa libertății noastre. Declarația este făcută de președintele țării, Maia Sandu, care menționează într-un video postat pe rețelele sociale despre existența unei rețele imense de cumpărare de voturi.",,,,
Programul Orizont Europa: 16 grupe de cercetători au primit diplome,179,"24 Octombrie 2024, 18:20",https://stiri.md/article/social/programul-orizont-europa-16-grupe-de-cercetatori-au-primit-diplome,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Ministerul Educației și Cercetării (MEC), anunță că 16 grupuri de cercetători din diferite instituții din țară au primit diplome pentru rezultatele remarcabile obținute în Programul „Orizont Europa”.",,,,
Turcia ridică alerta pe aeroporturi din cauza amenințărilor teroriste,298,"24 Octombrie 2024, 18:30",https://stiri.md/article/international/turcia-ridica-alerta-pe-aeroporturi-din-cauza-amenintarilor-teroriste,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Turcia a ridicat joi gradul de alertă la portocaliu pe toate aeroporturile, după atacul terorist din urmă cu o zi de la Ankara, soldat cu cinci morţi şi 22 de răniţi, au anunţat media locale.s",,,,
"Schimbări în echipa de conducere a CNOS: Zalina Marghieva, noul secretar",339,"24 Octombrie 2024, 18:10",https://stiri.md/article/sport/schimbari-in-echipa-de-conducere-a-cnos-zalina-marghieva-noul-secretar,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","În cadrul Adunării Generale a Comitetului Național Olimpic și Sportiv (CNOS) al Republicii Moldova, desfășurată pe 18 octombrie, au avut loc schimbări semnificative în conducerea organizației.",,,,
Rusia și-a mărit considerabil bugetul pentru război pe 2025-2027,682,"24 Octombrie 2024, 18:15",https://stiri.md/article/international/rusia-si-a-marit-considerabil-bugetul-pentru-razboi-pe-2025-2027,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Duma de Stat din Rusia, camera inferioară a parlamentului, a aprobat joi, într-o primă lectură, proiectul de lege privind bugetul pe 2025-2027, care prevede o creştere de 30% a cheltuielilor militare pe anul viitor.",,,,
Legitimația unui pilot rus a fost găsită într-un avion doborât în Sudan,872,"24 Octombrie 2024, 18:00",https://stiri.md/article/international/legitimatia-unui-pilot-rus-a-fost-gasita-intr-un-avion-doborat-in-sudan,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","În avionul rusesc doborât luni, 21 octombrie, în provincia sudaneză Dafur, se afla pilotul militar Viktor Granov, care avea legături directe cu cunoscutul traficant de arme Viktor Bout.",,,,
Corupere electorală: Poliția a întocmit încă 30 de procese-verbale,959,"25 Octombrie 2024, 14:16",https://stiri.md/article/social/corupere-electorala-politia-a-intocmit-inca-30-de-procese-verbale,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Poliția din Sângerei a întocmit ieri, 24 octombrie, 30 de procese-verbale cu privire la coruperea electorală pasivă. Documentele urmează să fie expediate conform competenței Centrului Național Anticorupție.",,,,
În atenția șoferilor: Pe o stradă din Chișinău va fi suspendat traficul,521,"25 Octombrie 2024, 14:19",https://stiri.md/article/social/in-atentia-soferilor-pe-o-strada-din-chisinau-va-fi-suspendat-traficul,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Primăria Chișinău anunță că sâmbătă, între orele 09:00-20:00, și duminică, orele 09:00-15:00, va fi suspendat traficul rutier pe strada Bucuriei, tronsonul cuprins între străzile Henri Coandă și Mesager.",,,,
"Percheziții de amploare în Chișinău: Peste 200.000 de țigări, confiscate",370,"25 Octombrie 2024, 14:13",https://stiri.md/article/social/perchezitii-de-amploare-in-chisinau-peste-200-000-de-tigari-confiscate,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Ofițerii Serviciului Vamal, sub conducerea PCCOCS, au efectuat patru percheziții în municipiul Chișinău și în afara acestuia, în cadrul unui dosar penal privind documentarea unei fabrici clandestine de producere a țigaretelor.",,,,
România are cu aproape un milion mai mulți vârstnici decât tineri,132,"25 Octombrie 2024, 14:00",https://stiri.md/article/international/romania-are-cu-aproape-un-milion-mai-multi-varstnici-decat-tineri,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Populaţia, după domiciliu, a fost de 21,77 milioane persoane, la 1 iulie 2024, cu 1% mai mică faţă de 1 iulie 2023, arată datele Institutului Naţional de Statistică (INS). Fenomenul de îmbătrânire demografică s-a accentuat, populaţia vârstnică de 65 ani şi peste (4 milioane persoane) depăşind cu 927.000 persoane populaţia tânără de 0-14 ani (3,07 milioane persoane).",,,,
"Banca Mondială, optimistă în privința economiei Moldovei: Ce estimează",265,"25 Octombrie 2024, 13:55",https://stiri.md/article/economic/banca-mondiala-mai-optimista-in-privinta-economiei-moldovei-ce-estimeaza,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Banca Mondială estimează o creștere economică de 2,8% pentru Moldova în 2024, față de prognoza de 2,8% din iunie, susținută de salarii reale în creștere, inflație mai scăzută, rate ale dobânzilor favorabile și un impuls fiscal pozitiv. Deși remiterile reale au scăzut, consumul privat va rămâne un motor cheie al creșterii, stimulat de o îmbunătățire treptată a activității de investiții.",,,,
România anunță că poate livra R. Moldova gaze din propriile rezerve,368,"25 Octombrie 2024, 13:51",https://stiri.md/article/social/romania-anunta-ca-poate-livra-r-moldova-gaze-din-propriile-rezerve,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","România își reafirmă sprijinul față de Republica Moldova în asigurarea securității energetice, mai ales în pragul sezonului rece. Autoritățile de la București își exprimă disponibilitatea de a oferi gaz țării noastre din rezervele sale, în funcție de necesități.",,,,
"Chișinău: Intra în blocuri noaptea și fura biciclete. Un bărbat, arestat",378,"25 Octombrie 2024, 13:33",https://stiri.md/article/social/chisinau-intra-in-blocuri-noaptea-si-fura-biciclete-un-barbat-arestat,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Un bărbat de 34 de ani din Capitală a fost reținut, apoi plasat în arest, după ce ar fi furat mai multe biciclete din scara blocurilor de locuit din sectorul Ciocana.",,,,
WSJ: Musk ţine în secret legătura cu Putin de la sfârşitul anului 2022,425,"25 Octombrie 2024, 14:15",https://stiri.md/article/international/wsj-musk-tine-in-secret-legatura-cu-putin-de-la-sfarsitul-anului-2022,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Elon Musk, cel mai bogat om din lume şi un pivot al eforturilor spaţiale ale SUA, a fost în contact regulat cu preşedintele rus Vladimir Putin de la sfârşitul anului 2022. Discuţiile, confirmate de mai mulţi actuali şi foşti oficiali americani, europeni şi ruşi, abordează subiecte personale, afaceri şi tensiuni geopolitice.",,,,
Gherman apreciază rezultatele votului la referendum în stânga Nistrului,933,"25 Octombrie 2024, 13:24",https://stiri.md/article/politica/gherman-apreciaza-rezultatele-votului-la-referendum-in-stanga-nistrului,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Vicepreședinta Parlamentului, Doina Gherman, apreciază rezultatele votului la referendum în stânga Nistrului, unde peste 37% dintre alegători au ales opțiunea „DA”. Declarația a fost făcută în cadrul emisiunii „Rezoomat”, difuzată la RLIVE TV.",,,,
Maia Sandu: Cea mai mare problemă și dezamăgire este justiția,299,"25 Octombrie 2024, 14:50",https://stiri.md/article/politica/maia-sandu-cea-mai-mare-problema-si-dezamagire-este-justitia,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Președinta Maia Sandu declarat că pe parcursul mandatului său s-a confruntat cu o rezistență enormă din partea sistemului justiției, iar bunele practici internaționale s-au dovedit a fi ineficiente pentru situația din Republica Moldova.",,,,
"Coruperea alegătorilor: O femeie, plasată în arest pentru 20 de zile",1465,"25 Octombrie 2024, 15:02",https://stiri.md/article/social/coruperea-alegatorilor-o-femeie-plasata-in-arest-pentru-20-de-zile,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Femeia din Sângerei care urma să transmită bani la sute de persoane din raion pentru coruperea electorală a fost plasată în izolator pentru 20 de zile.,,,,
"CEC, către alegători: Și în turul doi poate fi solicitată urna mobilă",39,"25 Octombrie 2024, 14:55",https://stiri.md/article/social/cec-catre-alegatori-si-in-turul-doi-poate-fi-solicitata-urna-mobila-de-vot,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Comisia Electorală Centrală (CEC) informează că alegătorii pot solicita votarea la locul aflării pentru turul doi al alegerilor prezidențiale din 3 noiembrie 2024. Cererile depuse pentru turul întâi nu sunt valabile și la turul al doilea.,,,,
Coruperea alegătorilor: Detalii privind perchezițiile CNA din țară,5898,"25 Octombrie 2024, 14:50",https://stiri.md/article/social/coruperea-alegatorilor-detalii-privind-perchezitiile-cna-din-tara,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Percheziții matinale la Blocul „Victorie”. Ofițerii Centrului Național Anticorupție (CNA) descind într-un dosar de corupere electorală și finanțare ilicită a partidelor politice.,,,,
Zelenski a renunțat la tricoul său pentru a transmite un mesaj Rusiei,775,"25 Octombrie 2024, 14:45",https://stiri.md/article/international/zelenski-a-renuntat-la-tricoul-sau-pentru-a-transmite-un-mesaj-rusiei,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Președintele ucrainean Volodimir Zelenski a apărut în mod suprinzător într-un tricou negru pe care e scris un mesaj în stilul campaniei MAGA a lui Trump, atrăgând o reacție de furie din partea purtătoarei de cuvânt a Kremlinului, relatează Business Insider.",,,,
Alegeri în România: PSDE îndeamnă cetățenii să-l susțină pe Ciolacu,297,"25 Octombrie 2024, 14:41",https://stiri.md/article/politica/alegeri-prezidentiale-in-romania-psde-indeamna-cetatenii-sa-l-sustina-pe-ciolacu,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Partidul Social Democrat European (PSDE) îndeamnă cetățenii români din Republica Moldova să-l susțină la alegerile prezidențiale din România pe candidatul PSD, Marcel Ciolacu, actualul premier.",,,,
Cristina Gherasimov a avut o întrevedere cu noul ambasador al Franței,74,"25 Octombrie 2024, 14:41",https://stiri.md/article/politica/cristina-gherasimov-a-avut-o-intrevedere-cu-noul-ambasador-al-frantei,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Viceprim-ministrul pentru Integrare Europeană, Cristina Gherasimov, s-a întâlnit cu Dominique Waag, noul ambasador al Franței la Chișinău, pentru a discuta despre parcursul european al R. Moldova.",,,,
Moldova și Lituania își vor întări parteneriatul pe segmentul apărării,108,"25 Octombrie 2024, 14:31",https://stiri.md/article/politica/moldova-si-lituania-isi-vor-intari-parteneriatul-pe-segmentul-apararii,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Cooperarea pe segmentul apărării dintre R. Moldova și Lituania a fost discutată de către ministrul Apărării Anatolie Nosatîi și omologul său lituanian, Laurynas Kasčiūnas, în cadrul unei vizite oficiale la Vilnius.",,,,
Ciclonul Dana face ravagii în India: Mii de oameni afectați de furtună,259,"25 Octombrie 2024, 14:30",https://stiri.md/article/international/ciclonul-dana-face-ravagii-in-india-mii-de-oameni-afectati-de-furtuna,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","O furtună foarte puternică a pus stăpânire, vineri, pe coasta estică a Indiei. Vântul a suflat cu putere, doborând copaci și întrerupând curentul electric în multe zone. Din cauza ploilor abundente, apa a inundat străzile și unele case.",,,,
"Dupu: Vom continua să susținem cetățeanul, indiferent de conducere",905,"26 Octombrie 2024, 17:10",https://stiri.md/article/politica/adrian-dupu-vom-continua-sa-sustinem-cetateanul-indiferent-de-conducere,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Indiferent de guvernarea care va fi la Chișinău, proiectele românești se fac pentru cetățeni, declară șeful Departamentului pentru Relația cu Republica Moldova din cadrul Guvernului României, Adrian Dupu. Oficialul și-a amintit că atunci când a preluat mandat, la Chișinău exista conducere pro-rusă, însă Bucureștiul nu a renunțat să ne acorde sprijin.",,,,
Accident în Capitală: Un Porsche a ajuns în gardul Penitenciarului nr.13,1977,"26 Octombrie 2024, 17:40",https://stiri.md/article/social/accident-in-capitala-un-porsche-a-ajuns-in-gardul-penitenciarului-nr-13,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Un accident s-a produs astăzi, 26 octombrie, în municipiul Chișinău. Șoferul unui Porsche a pierdut controlul asupra volanului și, prin urmare, a ajuns în gardul Penitenciarului nr.13.",,,,
Congresul societății oftalmologilor din Europa s-a desfășurat la USMF,276,"26 Octombrie 2024, 18:00",https://stiri.md/article/social/congresul-societatii-oftalmologilor-din-europa-s-a-desfasurat-la-usmf,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Specialiști în domeniul oftalmologiei și optometriei din unsprezece țări s-au reunit la Chișinău la Congresul Societății Oftalmologilor din Europa de Sud-Est, ediția a XIX-a, pentru a discuta subiecte de actualitate în patologia corneei, retinei, nervului optic, glaucomul, chirurgia cataractei și altele.",,,,
"Moldova și Ucraina, în topul țărilor cu cea mai joasă fertilitate",386,"26 Octombrie 2024, 16:40",https://stiri.md/article/social/moldova-si-ucraina-in-topul-tarilor-din-lume-cu-cea-mai-joasa-fertilitate,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","La nivel global, rata fertilității a scăzut de la o medie de 5 nașteri per femeie în 1950 la 2,3 nașteri per femeie în 2021. Republica Moldova și Ucraina sunt într-un nedorit top al fertilității reduse, cu 1,2, respectiv 1,3 copii per femeie. România nu intră în acest top negativ.",,,,
